3117,4315
3414,1679
2991,308
2905,2121
4926,4098
4059,3439
1453,3559
28,2220
1019,2716
247,3978
2552,461
4363,670
4346,4574
1342,1638
4476,4547
4435,1644
3828,4894
1305,4761
1638,4195
1148,787
436,141
4298,1126
3794,4424
2298,170
1861,3393
298,4629
3134,3415
1298,2644
291,3666
2040,3798
5000,3962
2516,4106
383,2214
3509,230
4434,4759
1560,331
2740,2402
427,789
3109,2925
727,1807
4592,2134
990,2470
1103,2525
3356,1243
4695,819
4567,4995
118,1966
4254,1946
4469,3054
707,2457
4676,3586
3078,442
4969,2878
2476,1994
4080,484
3416,4594
4402,2822
2911,2989
312,4155
3670,1745
1396,498
1755,2395
4546,3446
2356,17
2312,1432
4445,4286
4274,1720
3702,3633
824,755
2866,1507
458,224
2455,2919
4304,4197
758,1120
972,1590
4866,2988
955,4835
4949,672
2276,501
4084,4811
583,1283
4327,1066
3299,2134
3192,10
1654,328
3686,3994
2278,4788
4970,2526
3657,2541
4528,422
1838,2724
1250,973
4784,1275
3262,878
4018,2465
3700,4953
3719,1704
49,4734
1493,4749
2910,1140
3492,829
3449,837
361,11
4696,3103
4104,515
1020,884
2573,288
2836,2484
3653,697
4533,3275
2769,1110
4791,3087
3063,3021
197,1436
3011,2131
3243,4020
1273,3934
3338,1051
1526,3351
2494,3518
2615,1038
1798,4170
4429,987
3623,2716
3810,2517
332,1588
2457,4153
3549,2779
3203,4243
3233,3043
1178,1553
892,4141
1167,1301
1494,3367
3038,1622
4276,4883
4317,3925
774,3675
3737,4546
1277,3266
3225,2300
4950,4707
4054,3170
4216,273
1226,915
2472,1769
3857,3149
262,3662
3461,3955
3647,3892
1905,449
2512,3548
4713,4515
3933,3122
1861,4286
745,1082
4683,441
2334,553
4664,3301
1583,3563
4007,2499
1801,2997
681,4777
3528,3676
504,1013
263,360
1562,657
921,1498
932,316
1819,1161
4813,4236
436,4298
4001,1130
2359,883
276,66
4557,2497
4104,3950
4956,1136
149,2642
4129,4630
4882,3652
2345,4588
1872,4923
1563,4066
3550,150
1444,2979
2036,3099
1496,209
862,1629
4268,3259
4204,2207
1354,4261
1479,3360
3599,1396
3240,909
379,2453
3735,362
671,749
1429,536
944,2312
827,885
3681,1717
3009,1286
4320,1246
3251,1761
1394,466
3755,4615
1608,1408
272,410
2854,11
1037,4362
4119,4282
1033,921
2937,1951
1739,123
744,4605
3191,1665
4635,4632
2918,2176
3143,789
1777,2250
1885,1355
2263,1680
2318,1457
1051,4610
1737,4198
496,476
1333,3023
564,1998
2389,591
3276,3476
3394,4902
885,3791
3711,4809
4619,3643
932,4360
331,3623
3406,4878
444,4473
3068,4802
3544,1374
4187,2087
735,2603
3251,2702
2722,3832
4351,146
3756,1588
4565,3944
2288,4276
643,4914
1291,4324
1244,1675
2385,2020
3843,1738
2774,1378
860,708
1294,2479
1851,104
2051,2546
937,1805
3880,430
1204,751
325,3744
3569,4538
1855,3527
3798,3871
3001,829
2257,338
2855,978
3284,1869
484,2315
3032,3161
2635,1978
4422,2272
2403,1971
3823,114
324,4720
1014,3491
3456,207
2605,933
3027,2803
2105,3202
4724,1646
4714,398
195,129
3943,2657
1099,2856
3682,2919
4355,1228
4444,2294
4340,1268
1742,2437
2913,3327
3426,1193
2121,3038
3923,2208
3832,1224
1734,2059
3690,1977
2036,4278
2186,4867
2119,2990
1546,2684
48,4343
497,3125
4241,3334
2439,1464
58,3877
2383,4790
1153,232
4159,145
4308,157
1262,1798
554,2763
487,2223
4361,3077
4240,4798
1165,681
4326,1673
524,42
3082,2810
4267,2179
12,555
4993,3867
392,3235
4937,775
202,3232
114,4685
3765,2326
1233,715
2965,2747
2446,2049
1737,3249
1134,43
2261,2668
2208,1819
4156,4878
3579,253
4108,932
1524,1065
3932,3805
2464,4137
1616,997
4699,4451
1742,1
1018,2183
1931,4990
1605,2047
1500,2837
4026,4693
2067,3331
95,2053
3574,3577
4782,965
2747,1219
2268,3110
3164,998
1196,4430
3182,3026
2503,3489
2282,874
3127,285
3136,49
943,4786
2631,489
4941,3566
4210,115
3503,4188
2345,702
1514,3564
134,750
1714,1481
4504,2151
2104,718
4444,537
1301,4965
1545,4119
2192,359
2231,2007
2609,3660
4188,2854
782,723
3115,1308
1434,2811
953,1060
2707,4770
4508,50
2881,1220
270,3837
2647,2361
2257,1292
2714,4018
616,2775
1311,147
4415,3799
2115,1089
1060,4967
1402,3269
948,4140
2893,538
3996,2560
1659,2005
1168,401
4767,4226
2387,349
667,4422
128,1708
1552,1232
894,394
443,1571
170,2753
2919,1841
1332,2359
2857,785
2176,1304
3831,684
4038,3134
2314,4396
3664,3314
677,3171
358,3928
1412,2054
2988,1259
3095,104
3781,3395
3358,1644
3417,277
1639,1270
4127,4143
488,2112
928,4266
3976,4367
1032,3031
4170,276
832,2554
3459,4770
3645,2477
824,3498
1050,534
1490,3691
1770,1271
3215,2595
2956,3505
4910,4957
4710,4949
2162,2880
3299,4446
1143,4243
4752,813
2094,4521
3942,1421
2453,177
687,2848
3482,4597
4869,2080
1504,1366
1559,4045
4760,30
3349,2954
1440,562
3552,1240
3965,3098
4061,4241
1175,297
2456,995
544,3044
2827,1471
2275,3644
3077,854
701,1248
2187,2525
2162,1283
4315,3319
3273,654
